     1.636     0.418     0.582     2.000
     1.464     0.603     0.397     1.000
     2.947     0.002     0.998     2.000
     2.272     0.043     0.957     2.000
     3.285     0.001     0.999     2.000
     1.582     0.475     0.525     2.000
     2.780     0.005     0.995     2.000
     2.176     0.064     0.936     2.000
     1.400     0.668     0.332     1.000
     2.119     0.080     0.920     2.000
     0.646     0.982     0.018     1.000
     3.119     0.001     0.999     2.000
     0.985     0.924     0.076     1.000
     1.805     0.255     0.745     2.000
     1.647     0.405     0.595     2.000
    -0.121     0.999     0.001     1.000
     2.417     0.023     0.977     2.000
     1.209     0.821     0.179     1.000
     0.783     0.967     0.033     1.000
     1.209     0.822     0.178     1.000
     2.991     0.002     0.998     2.000
     2.134     0.075     0.925     2.000
     2.036     0.111     0.889     2.000
     0.574     0.987     0.013     1.000
     1.644     0.409     0.591     2.000
     0.449     0.992     0.008     1.000
     0.528     0.989     0.011     1.000
     1.610     0.445     0.555     2.000
     0.820     0.962     0.038     1.000
     2.363     0.029     0.971     2.000
     0.755     0.971     0.029     1.000
     0.276     0.996     0.004     1.000
     2.808     0.004     0.996     2.000
     3.300     0.001     0.999     2.000
     1.691     0.360     0.640     2.000
     3.379     0.000     1.000     2.000
     2.770     0.005     0.995     2.000
     1.134     0.865     0.135     1.000
     3.152     0.001     0.999     2.000
     2.004     0.126     0.874     2.000
     2.040     0.109     0.891     2.000
     3.042     0.002     0.998     2.000
     2.520     0.015     0.985     2.000
     1.543     0.518     0.482     1.000
     2.449     0.020     0.980     2.000
     1.374     0.692     0.308     1.000
     1.067     0.896     0.104     1.000
     0.494     0.990     0.010     1.000
    -0.012     0.999     0.001     1.000
     2.087     0.091     0.909     2.000
     1.484     0.582     0.418     1.000
     2.266     0.044     0.956     2.000
     2.070     0.098     0.902     2.000
     2.266     0.044     0.956     2.000
     2.479     0.018     0.982     2.000
     0.561     0.987     0.013     1.000
     0.841     0.958     0.042     1.000
     1.110     0.876     0.124     1.000
     2.599     0.011     0.989     2.000
     1.456     0.610     0.390     1.000
